id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
7186,"已知点$A(1, e)$和点$B(e, \frac{\sqrt{3}}{2})$都在椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$上，其中$e$为椭圆的离心率，则$e$=?","A: Point;Coordinate(A) = (1, e);B: Point;Coordinate(B) = (e, sqrt(3)/2);G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;PointOnCurve(A, G) = True;PointOnCurve(B, G) = True;e: Number;Eccentricity(G) = e",e,sqrt(2)/2,"[[[2, 12]], [[2, 12]], [[13, 40]], [[13, 40]], [[42, 94], [102, 104]], [[42, 94]], [[44, 94]], [[44, 94]], [[44, 94]], [[44, 94]], [[2, 95]], [[2, 95]], [[98, 101], [110, 113]], [[98, 108]]]","[[[110, 115]]]"
859,已知直线$l$: $y=1$与$y$轴交于点$M$、$Q$为直线$l$上异于$M$的动点，记点$Q$的横坐标为$x_{0}(x_{0} \neq 0)$. 若椭圆$\frac{x^{2}}{2}+y^{2}=1$上存在点$N$，使得$\angle M Q N=45^{\circ}$，则$x_{0}$的取值范围是?,"l: Line;G: Ellipse;M: Point;Q: Point;N: Point;x0:Number;Expression(G) = (x^2/2 + y^2 = 1);Intersection(l,yAxis)=M;PointOnCurve(Q,l);Negation(Q=M);XCoordinate(Q) = x0;PointOnCurve(N, G);AngleOf(M, Q, N) = ApplyUnit(45, degree);Expression(l)=(y=1);Negation(x0=0)",Range(x0),"{[-1-sqrt(3),0)+(0,1+sqrt(3)]}","[[[2, 14], [30, 35]], [[79, 106]], [[21, 25], [38, 41]], [[26, 29], [46, 50]], [[109, 113]], [[143, 150], [55, 76]], [[79, 106]], [[2, 25]], [[26, 44]], [[26, 44]], [[46, 76]], [[79, 113]], [[116, 141]], [[2, 14]], [[55, 76]]]","[[[143, 157]]]"
10436,"已知椭圆$\frac{x^{2}}{a^{2}} + \frac{y^{2}}{b^{2}}=1( a > b>0)$的左、右焦点分别为$F_{1}(-c, 0)$,$F_{2}(c, 0)$，若椭圆上存在一点$P$使$\frac{a}{\sin \angle P F_{1} F_{2}}=\frac{c}{\sin \angle P F_{2} F_{1}}$，则该椭圆的离心率的取值范围为?","G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;F1: Point;F2: Point;Coordinate(F1) = (-c, 0);Coordinate(F2) = (c, 0);c: Number;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G);a/Sin(AngleOf(P, F1, F2)) = c/Sin(AngleOf(P, F2, F1))",Range(Eccentricity(G)),"(sqrt(2)-1, 1)","[[[2, 59], [98, 100], [185, 187]], [[2, 59]], [[4, 59]], [[4, 59]], [[4, 59]], [[4, 59]], [[68, 82]], [[83, 96]], [[68, 82]], [[83, 96]], [[109, 182]], [[2, 96]], [[2, 96]], [[105, 108]], [[98, 108]], [[109, 182]]]","[[[185, 198]]]"
1047,"抛物线$y^{2}=2 p x$的焦点为$F$，点$A(1,4)$和点$B$、$C$在抛物线上，且$\overrightarrow{F A}+\overrightarrow{F B}+\overrightarrow{F C}=\overrightarrow{0}$，则过点$B$、$C$的直线方程为?","G: Parabola;p: Number;L:Line;A: Point;F: Point;B: Point;C: Point;Expression(G) = (y^2 = 2*p*x);Coordinate(A) = (1, 4);Focus(G) = F;PointOnCurve(B,G);PointOnCurve(C,G);VectorOf(F, A) + VectorOf(F, B) + VectorOf(F, C) = 0;PointOnCurve(B,L);PointOnCurve(C,L);PointOnCurve(A,G)",Expression(L),4*x+y-20=0,"[[[0, 16], [43, 46]], [[3, 16]], [[144, 146]], [[24, 33]], [[20, 23]], [[34, 38], [135, 139]], [[39, 42], [140, 143]], [[0, 16]], [[24, 33]], [[0, 23]], [[34, 47]], [[39, 47]], [[49, 132]], [[134, 146]], [[134, 146]], [[24, 47]]]","[[[144, 150]]]"
11071,"双曲线$C$:$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的离心率为$\sqrt {3}$，则此双曲线的渐近线方程为?",C: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C) = sqrt(3),Expression(Asymptote(C)),y = pm*sqrt(2)*x,"[[[0, 63], [82, 85]], [[7, 63]], [[7, 63]], [[7, 63]], [[7, 63]], [[0, 63]], [[0, 79]]]","[[[82, 93]]]"
7317,"椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的右焦点为$F(c, 0)$,上下顶点分别为$A$ , $B$，直线$AF$交椭圆于另一点$P$，若$PB$的斜率为$\frac{\sqrt{3}}{4}$, 则椭圆的离心率$e$=?","A: Point;F: Point;G: Ellipse;a: Number;b: Number;P: Point;B: Point;e: Number;c: Number;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Coordinate(F) = (c, 0);RightFocus(G) = F;UpperVertex(G) = A;LowerVertex(G) = B;Intersection(LineOf(A, F), G) = P;Slope(LineSegmentOf(P, B)) = sqrt(3)/4;Eccentricity(G) = e",e,"{1/2, sqrt(3)/2}","[[[74, 77]], [[57, 66]], [[0, 52], [91, 93], [133, 135]], [[2, 52]], [[2, 52]], [[97, 100]], [[80, 83]], [[139, 142]], [[57, 66]], [[2, 52]], [[2, 52]], [[0, 52]], [[57, 66]], [[0, 66]], [[0, 83]], [[0, 83]], [[84, 100]], [[102, 130]], [[133, 142]]]","[[[139, 144]]]"
4639,"已知椭圆$C$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$ , $F_{1}$ , $F_{2}$为椭圆的两焦点，如果$C$上存在点$Q$，使$\angle F_{1} Q F_{2}=120^{\circ}$，那么离心率$e$的取值范围是?","C: Ellipse;b: Number;a: Number;F1: Point;Q: Point;F2: Point;Expression(C) = (y^2/b^2 + x^2/a^2 = 1);Focus(C)={F1,F2};PointOnCurve(Q, C);AngleOf(F1, Q, F2) = ApplyUnit(120, degree);Eccentricity(C)=e;e:Number;a > b;b > 0",Range(e),"[sqrt(3)/2,1)","[[[2, 60], [80, 82], [89, 92]], [[8, 59]], [[8, 59]], [[61, 69]], [[95, 99]], [[71, 79]], [[2, 60]], [[62, 86]], [[89, 99]], [[101, 135]], [[89, 144]], [[141, 144]], [[9, 59]], [[9, 59]]]","[[[141, 151]]]"
669,"抛物线$y=p x^{2}$经过点$(1,4)$，则抛物线的焦点到准线的距离等于?","G: Parabola;p: Number;H: Point;Expression(G) = (y = p*x^2);Coordinate(H) = (1, 4);PointOnCurve(H, G)","Distance(Focus(G), Directrix(G))",1/8,"[[[0, 14], [26, 29]], [[3, 14]], [[16, 24]], [[0, 14]], [[16, 24]], [[0, 24]]]","[[[26, 41]]]"
4923,已知椭圆$T$: $\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的长轴长是短轴长的$2$倍，过左焦点$F$作倾斜角为$45^{\circ}$的直线交$T$于$A$、$B$两点，若$|A B|=\frac{8 \sqrt{2}}{5}$，则椭圆$T$的方程为?,"T: Ellipse;Expression(T) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;Length(MajorAxis(T)) = 2 * Length(MinorAxis(T));F: Point;LeftFocus(T) = F;PointOnCurve(F, G) = True;Inclination(G) = ApplyUnit(45, degree);G: Line;Intersection(G, T) = {A, B};A: Point;B: Point;Abs(LineSegmentOf(A, B)) = (8*sqrt(2))/5",Expression(T),x^2/8+y^2/2=1,"[[[2, 59], [101, 104], [146, 151]], [[2, 59]], [[9, 59]], [[9, 59]], [[9, 59]], [[9, 59]], [[2, 72]], [[77, 80]], [[2, 80]], [[73, 100]], [[81, 100]], [[98, 100]], [[98, 114]], [[105, 108]], [[109, 112]], [[116, 144]]]","[[[146, 156]]]"
7224,已知点$P$为抛物线$C$: $y^{2}=4 x$上一点，记$P$到此抛物线准线$l$的距离为$d_{1}$，点$P$到圆$(x+2)^{2}+(y+4)^{2}=4$上的点的距离为$d_{2}$，则$d_{1}+d_{2}$的最小值为?,"C: Parabola;Expression(C) = (y^2 = 4*x);P: Point;PointOnCurve(P, C);l: Line;Directrix(C) = l;d1: Number;Distance(P, l) = d1;G: Circle;Expression(G) = ((x + 2)^2 + (y + 4)^4 = 4);d2: Number;F: Point;PointOnCurve(F, G);Distance(P, F) = d2",Min(d1 + d2),3,"[[[7, 26], [36, 39]], [[7, 26]], [[31, 34], [2, 6], [56, 60]], [[2, 29]], [[41, 44]], [[36, 44]], [[48, 55]], [[31, 55]], [[61, 85]], [[61, 85]], [[92, 99]], [[87, 88]], [[61, 88]], [[56, 99]]]","[[[101, 120]]]"
5316,已知双曲线$\frac{x^{2}}{m^{2}}-\frac{y^{2}}{n^{2}}=1$的离心率为$\frac{4}{3}$，则双曲线$-\frac{x^{2}}{m^{2}}+\frac{y^{2}}{n^{2}}=1$的离心率为?,G: Hyperbola;Expression(G) = (-y^2/n^2 + x^2/m^2 = 1);m: Number;n: Number;Eccentricity(G) = 4/3;H: Hyperbola;Expression(H) = (y^2/n^2 - x^2/m^2 = 1),Eccentricity(H),4*sqrt(7)/7,"[[[2, 48]], [[2, 48]], [[5, 48]], [[5, 48]], [[2, 66]], [[68, 115]], [[68, 115]]]","[[[68, 121]]]"
10402,"若椭圆经过点$(2 , 3)$，且焦点为$F_{1}(-2,0)$ , $F_{2}(2,0)$，则这个椭圆的离心率等于?","G: Ellipse;H: Point;Coordinate(H) = (2, 3);PointOnCurve(H, G) = True;F1: Point;F2: Point;Coordinate(F1) = (-2, 0);Coordinate(F2) = (2, 0);Focus(G) = {F1, F2}",Eccentricity(G),1/2,"[[[1, 3], [52, 54]], [[5, 15]], [[5, 15]], [[1, 15]], [[20, 33]], [[36, 48]], [[20, 33]], [[36, 48]], [[1, 48]]]","[[[52, 61]]]"
5812,已知$F_{1}$、$F_{2}$是椭圆$\frac{x^{2}}{m^{2}}+\frac{y^{2}}{m^{2}-4}=1(m>2)$的左、右焦点，点$P$在椭圆上，若$|P F_{1}| \cdot|P F_{2}|=2 \sqrt{3} m$，则该椭圆离心率的取值范围为?,"G: Ellipse;m: Number;P: Point;F1: Point;F2: Point;m>2;Expression(G) = (y^2/(m^2 - 4) + x^2/m^2 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);Abs(LineSegmentOf(P, F1))*Abs(LineSegmentOf(P, F2)) = 2*(sqrt(3)*m)",Range(Eccentricity(G)),"(0, sqrt(3)/3]","[[[18, 70], [82, 84], [129, 131]], [[20, 70]], [[77, 81]], [[2, 9]], [[10, 17]], [[20, 70]], [[18, 70]], [[2, 76]], [[2, 76]], [[77, 85]], [[87, 126]]]","[[[129, 141]]]"
13761,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1,(a>0, b>0)$的左，右焦点分别为$F_{1}$、$F_{2}$，点$P$在双曲线的右支上，且$|P F_{1}|=4|P F_{2}|$，则此双曲线的离心率的最大值为?","G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, RightPart(G));Abs(LineSegmentOf(P, F1)) = 4*Abs(LineSegmentOf(P, F2))",Max(Eccentricity(G)),5/3,"[[[2, 59], [89, 92], [123, 126]], [[2, 59]], [[5, 59]], [[5, 59]], [[5, 59]], [[5, 59]], [[68, 75]], [[76, 83]], [[2, 83]], [[2, 83]], [[84, 88]], [[84, 96]], [[98, 120]]]","[[[123, 136]]]"
2200,过抛物线$y^{2}=-12 x$的焦点作直线$l$，直线$l$交抛物线于$A$、$B$两点，若线段$A B$中点的横坐标为$-9$，则$|A B|$=?,"l: Line;G: Parabola;A: Point;B: Point;Expression(G) = (y^2 = -12*x);PointOnCurve(Focus(G),l);Intersection(l, G) = {A, B};XCoordinate(MidPoint(LineSegmentOf(A,B))) = -9","Abs(LineSegmentOf(A, B))",24,"[[[21, 26], [27, 32]], [[1, 17], [33, 36]], [[37, 40]], [[41, 44]], [[1, 17]], [[0, 26]], [[27, 46]], [[48, 66]]]","[[[68, 77]]]"
8103,"已知左、右焦点分别为$F_{1}$、$F_{2}$的双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 , b>0)$的一条渐近线与直线$l$:$ x-2 y=0$相互垂直，点$P$在双曲线$C$上，且$|P F_{1}|$-$|P F_{2}|=3$，则双曲线$C$的焦距为?","l: Line;C: Hyperbola;a: Number;b: Number;P: Point;F1: Point;F2: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(P, C);Expression(l)=(x-2*y=0);RightFocus(C)=F2;LeftFocus(C)=F1;IsPerpendicular(OneOf(Asymptote(C)),l);Abs(LineSegmentOf(P,F1))-Abs(LineSegmentOf(P,F2))=3",FocalLength(C),3*sqrt(5),"[[[95, 111]], [[26, 88], [121, 127], [157, 163]], [[34, 88]], [[34, 88]], [[116, 120]], [[10, 17]], [[18, 25]], [[34, 88]], [[34, 88]], [[26, 88]], [[116, 128]], [[95, 111]], [[2, 32]], [[2, 32]], [[26, 115]], [[130, 155]]]","[[[157, 168]]]"
4669,双曲线$25 x^{2}-16 y^{2}=400$的渐近线方程为?,G: Hyperbola;Expression(G) = (25*x^2 - 16*y^2 = 400),Expression(Asymptote(G)),pm*4*y+5*x=0,"[[[0, 26]], [[0, 26]]]","[[[0, 34]]]"
9077,方程$\frac{x^{2}}{m}+\frac{y^{2}}{4-m}=1$的曲线是双曲线，则$m$的取值范围是?,G: Hyperbola;m:Number;H:Curve;Expression(H)=(x^2/m+y^2/(4-m)=1);H=G,Range(m),"(-oo,0)+(4,+oo)","[[[43, 46]], [[48, 51]], [[40, 42]], [[0, 42]], [[40, 46]]]","[[[48, 58]]]"
6216,双曲线$9 x^{2}-16 y^{2}=-144$的实轴长等于?其渐近线与圆$x^{2}+y^{2}-2 x+m=0$相切，则$m$=?,"G: Hyperbola;H: Circle;m: Number;Expression(G) = (9*x^2 - 16*y^2 = -144);Expression(H) = (m - 2*x + x^2 + y^2 = 0);IsTangent(Asymptote(G),H)",Length(RealAxis(G));m,"6
16/25","[[[0, 26], [33, 34]], [[38, 60]], [[64, 67]], [[0, 26]], [[38, 60]], [[33, 62]]]","[[[0, 33]], [[64, 69]]]"
1271,"已知点$A(-2,0)$ , $B(3,0)$，动点$P(x1, y1)$满足$\overrightarrow{P A} \cdot \overrightarrow{P B}=x^{2}-6$，则动点$P$的轨迹方程是?","A: Point;B: Point;Coordinate(A) = (-2,0);Coordinate(B) = (3,0);P: Point;x1: Number;y1: Number;Coordinate(P) = (x1,y1);DotProduct(VectorOf(P,A),VectorOf(P,B))=x1^2-6",LocusEquation(P),y^2=x,"[[[2, 12]], [[15, 23]], [[2, 12]], [[15, 23]], [[26, 37], [100, 103]], [[26, 37]], [[26, 37]], [[26, 37]], [[39, 96]]]","[[[100, 110]]]"
2084,过抛物线$y^{2}=4 x$的焦点$F$作倾斜角为$\frac{\pi}{4}$的直线，交抛物线于$A$、$B$两点，则$|A B|$=?,"G: Parabola;Expression(G) = (y^2 = 4*x);F: Point;Focus(G) = F;PointOnCurve(F, H) ;Inclination(H) = pi/4;H: Line;Intersection(G, H) = {A, B};A: Point;B: Point","Abs(LineSegmentOf(A, B))",8,"[[[1, 15], [46, 49]], [[1, 15]], [[18, 21]], [[1, 21]], [[0, 44]], [[22, 44]], [[42, 44]], [[42, 59]], [[50, 53]], [[54, 57]]]","[[[61, 70]]]"
10334,"已知椭圆的对称轴为坐标轴，两个焦点坐标分别为$(0,-2)$,$(0,2)$，且过点$(-\frac{3}{2}, \frac{5}{2})$，则椭圆的标准方程为?","G: Ellipse;F1: Point;F2: Point;H:Point;Coordinate(F1) = (0, -2);Coordinate(F2) = (0,2);Coordinate(H) = (-3/2,5/2);SymmetryAxis(G)=axis;Focus(G)={F1,F2};PointOnCurve(H,G)",Expression(G),y^2/10+x^2/6=1,"[[[2, 4], [73, 75]], [[22, 30]], [[31, 38]], [[41, 71]], [[22, 30]], [[31, 38]], [[41, 71]], [[2, 12]], [[2, 17]], [[2, 71]]]","[[[73, 82]]]"
3537,已知椭圆$x^{2}+\frac{y^{2}}{4}=1$上一点$P$，过点$P$作$P D \perp x$轴于点$D$、$E$为线段$P D$的中点，则点$E$的轨迹方程为?,"G: Ellipse;P: Point;D: Point;E:Point;Expression(G) = (x^2 + y^2/4 = 1);PointOnCurve(P, G);PointOnCurve(P,LineSegmentOf(P,D));IsPerpendicular(LineSegmentOf(P,D),xAxis);FootPoint(LineSegmentOf(P,D),xAxis)=D;MidPoint(LineSegmentOf(P,D))=E",LocusEquation(E),x^2+y^2=1,"[[[2, 29]], [[32, 35], [37, 41]], [[57, 61]], [[62, 65], [78, 82]], [[2, 29]], [[2, 35]], [[36, 56]], [[42, 56]], [[42, 61]], [[62, 76]]]","[[[78, 89]]]"
205,"已知抛物线$C$: $y^{2}=4 x$的焦点为$F$，准线为$l$ , $P$为$C$上一点，$P Q$垂直$l$于点$Q$、$M$、$N$分别为$P Q $, $P F$的中点，$M N$与$x$轴相交于点$R$，若$\angle N R F=60^{\circ}$，则$F R$等于?","C: Parabola;P: Point;Q: Point;F: Point;M: Point;N: Point;R: Point;l: Line;Expression(C) = (y^2 = 4*x);Focus(C) = F;Directrix(C) = l;PointOnCurve(P, C);IsPerpendicular(LineSegmentOf(P,Q),l);FootPoint(LineSegmentOf(P,Q),l)=Q;MidPoint(LineSegmentOf(P,Q))=M;MidPoint(LineSegmentOf(P,F))=N;Intersection(LineSegmentOf(M,N),xAxis)=R;AngleOf(N, R, F) = ApplyUnit(60, degree)","LineSegmentOf(F, R)",2,"[[[2, 21], [42, 45]], [[38, 41]], [[60, 64]], [[25, 28]], [[65, 68]], [[69, 72]], [[105, 109]], [[32, 35], [56, 59]], [[2, 21]], [[2, 28]], [[2, 36]], [[38, 48]], [[49, 59]], [[49, 64]], [[65, 91]], [[65, 91]], [[92, 109]], [[111, 136]]]","[[[138, 146]]]"
9755,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的一条渐近线与直线$l$: $x+\sqrt{3} y=0$垂直，$C$的一个焦点到$l$的距离为$1$，则曲线$C$的实轴长为?","l: Line;C: Hyperbola;b: Number;a: Number;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);Expression(l) = (x + sqrt(3)*y = 0);IsPerpendicular(OneOf(Asymptote(C)), l);Distance(OneOf(Focus(C)), l) = 1",Length(RealAxis(C)),2,"[[[70, 93], [105, 108]], [[2, 63], [96, 99], [117, 122]], [[10, 63]], [[10, 63]], [[10, 63]], [[10, 63]], [[2, 63]], [[70, 93]], [[2, 95]], [[96, 115]]]","[[[117, 128]]]"
9390,抛物线$E$: $y^{2}=8 x$的焦点为$F$，过点$F$的直线$l$与抛物线$E$交于$A$、$B$两点，若$|A F|=6$，则$A$点的坐标为?,"l: Line;E: Parabola;A: Point;F: Point;B: Point;Expression(E) = (y^2 = 8*x);Focus(E) = F;PointOnCurve(F, l);Intersection(l, E) = {A, B};Abs(LineSegmentOf(A, F)) = 6",Coordinate(A),"(4, pm*4*sqrt(2))","[[[33, 38]], [[0, 19], [39, 45]], [[47, 50], [69, 73]], [[23, 26], [28, 32]], [[51, 54]], [[0, 19]], [[0, 26]], [[27, 38]], [[33, 56]], [[58, 67]]]","[[[69, 78]]]"
13546,已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1  (a>b>0)$的焦点为$F_{1}$、$F_{2}$，点$B$是椭圆短轴的一个端点，且$\angle F_{1} B F_{2}=90^{\circ}$，则椭圆的离心率等于?,"G: Ellipse;b: Number;a: Number;B: Point;F2: Point;F1: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Focus(G)={F1,F2};OneOf(Endpoint(MinorAxis(G)))=B;AngleOf(F1,B,F2)=ApplyUnit(90,degree)",Eccentricity(G),sqrt(2)/2,"[[[2, 56], [81, 83], [127, 129]], [[4, 56]], [[4, 56]], [[76, 80]], [[68, 75]], [[60, 67]], [[4, 56]], [[4, 56]], [[2, 56]], [[2, 75]], [[76, 90]], [[92, 125]]]","[[[127, 136]]]"
7096,"已知一条过点$P(2,1)$的直线与抛物线$y^{2}=2 x$交于$A$、$B$两点,$P$是弦$A B$的中点,则直线$A B$的方程为?","G: Parabola;H: Line;A: Point;B: Point;P: Point;Expression(G) = (y^2 = 2*x);Coordinate(P) = (2, 1);PointOnCurve(P, H);Intersection(H, G) = {A, B};IsChordOf(LineSegmentOf(A, B), G);MidPoint(LineSegmentOf(A, B)) = P","Expression(LineOf(A, B))",y = x - 1,"[[[18, 32]], [[15, 17]], [[34, 37]], [[38, 41]], [[44, 47], [5, 14]], [[18, 32]], [[5, 14]], [[4, 17]], [[15, 43]], [[18, 54]], [[44, 57]]]","[[[59, 71]]]"
9741,"抛物线$y^{2}=x$上一点$M$到焦点的距离为$1$, 则点$M$的横坐标是?","G: Parabola;M: Point;Expression(G) = (y^2 = x);PointOnCurve(M, G);Distance(M, Focus(G)) = 1",XCoordinate(M),3/4,"[[[0, 12]], [[15, 18], [31, 35]], [[0, 12]], [[0, 18]], [[0, 28]]]","[[[31, 41]]]"
13842,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的两条渐近线与抛物线$y^{2}=4 x$的准线分别交于$A$、$B$两点,$O$为坐标原点. 若$\triangle A O B$的面积为$\sqrt{3}$, 则双曲线的离心率为?","G: Hyperbola;b: Number;a: Number;H: Parabola;A: Point;O: Origin;B: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y^2 = 4*x);l1: Line;l2: Line;Asymptote(G) = {l1, l2};Intersection(l1, Directrix(H)) = A;Intersection(l2, Directrix(H)) = B;Area(TriangleOf(A, O, B)) = sqrt(3)",Eccentricity(G),2,"[[[2, 58], [141, 144]], [[5, 58]], [[5, 58]], [[65, 79]], [[86, 89]], [[96, 99]], [[90, 93]], [[5, 58]], [[5, 58]], [[2, 58]], [[65, 79]], [], [], [[2, 64]], [[2, 95]], [[2, 95]], [[107, 138]]]","[[[141, 150]]]"
6935,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0 , b>0)$的一条渐近线过点$(2 , \sqrt{3})$，且双曲线的一个焦点在抛物线$y^{2}=4 \sqrt{7} x$的准线上，则双曲线的方程为?","G: Hyperbola;b: Number;a: Number;H: Parabola;I: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y^2 = 4*(sqrt(7)*x));Coordinate(I) = (2, sqrt(3));PointOnCurve(I,OneOf(Asymptote(G)));PointOnCurve(OneOf(Focus(G)), Directrix(H))",Expression(G),x^2/4-y^2/3=1,"[[[2, 59], [85, 88], [123, 126]], [[5, 59]], [[5, 59]], [[94, 117]], [[66, 83]], [[5, 59]], [[5, 59]], [[2, 59]], [[94, 117]], [[66, 83]], [[2, 83]], [[85, 121]]]","[[[123, 131]]]"
373,"椭圆$C$: $\frac{x^{2}}{4}+\frac{y^{2}}{b^{2}}=1(b>0)$的右焦点为$F(c, 0)$ , $O$为坐标原点，直线$7 x-\sqrt{14} y=0$与$C$相交于$A$、$B$两点. 若$|\overrightarrow{A O}|=|\overrightarrow{A F}|$，则椭圆$C$的离心率为?","C: Ellipse;b: Number;G: Line;F: Point;A: Point;O: Origin;B: Point;b>0;c:Number;Expression(C) = (x^2/4 + y^2/b^2 = 1);Expression(G) = (7*x - sqrt(14)*y = 0);Coordinate(F) = (c, 0);RightFocus(C) = F;Intersection(G, C) = {A, B};Abs(VectorOf(A, O)) = Abs(VectorOf(A, F))",Eccentricity(C),sqrt(2)/2,"[[[0, 51], [99, 102], [166, 171]], [[7, 51]], [[77, 98]], [[56, 65]], [[105, 108]], [[68, 71]], [[109, 112]], [[7, 51]], [[56, 65]], [[0, 51]], [[77, 98]], [[56, 65]], [[0, 65]], [[77, 114]], [[117, 164]]]","[[[166, 177]]]"
1344,"设$A$、$B$是椭圆$3 x^{2}+y^{2}=36$上的两点，点$N(1,3)$是线段$A B$的中点，直线$A B$的的方程为?","G: Ellipse;B: Point;A: Point;N: Point;Expression(G) = (3*x^2 + y^2 = 36);Coordinate(N) = (1, 3);PointOnCurve(A, G);PointOnCurve(B, G);MidPoint(LineSegmentOf(A,B))=N","Expression(LineOf(A,B))",x+y-4=0,"[[[9, 29]], [[5, 8]], [[1, 4]], [[34, 43]], [[9, 29]], [[34, 43]], [[1, 33]], [[1, 33]], [[34, 54]]]","[[[55, 68]]]"
8485,"已知$F$为抛物线$C$: $x^{2}=4 y$的焦点，过点$F$的直线$l$与抛物线$C$相交于不同的两点$A$,$B$，抛物线$C$在$A$,$B$两点处的切线分别是$l_{1}$,$l_{2}$，且$l_{1}$,$l_{2}$相交于点$P$. 设$|A B|=m$，则$|P F|$的值是? (结果用$m$表示)?","l1:Line;l2:Line;l:Line;C: Parabola;A: Point;B: Point;P: Point;F: Point;m:Number;Expression(C) = (x^2 = 4*y);Focus(C) = F;PointOnCurve(F,l);Intersection(l,C)={A,B};Negation(A=B);TangentOnPoint(A,C)=l1;TangentOnPoint(B,C)=l2;Intersection(l1,l2)=P;Abs(LineSegmentOf(A, B)) = m","Abs(LineSegmentOf(P,F))",sqrt(m),"[[[86, 93], [103, 110]], [[94, 101], [111, 118]], [[35, 40]], [[6, 25], [63, 69], [41, 47]], [[70, 73], [55, 58]], [[74, 77], [59, 62]], [[121, 125]], [[2, 5], [30, 34]], [[128, 137]], [[6, 25]], [[2, 28]], [[29, 40]], [[35, 62]], [[50, 62]], [[63, 101]], [[63, 101]], [[103, 125]], [[128, 137]]]","[[[139, 150]]]"
1618,抛物线$x^{2}=-4 y$上一点$M$到焦点的距离是$7$，则点$M$到准线的距离是?,"G: Parabola;M: Point;Expression(G) = (x^2 = -4*y);PointOnCurve(M, G);Distance(M, Focus(G)) = 7","Distance(M, Directrix(G))",7,"[[[0, 15]], [[18, 21], [33, 37]], [[0, 15]], [[0, 21]], [[0, 31]]]","[[[0, 45]]]"
13098,已知椭圆的标准方程$\frac{x^{2}}{8}+\frac{y^{2}}{9}=1$，则椭圆的焦点坐标为?离心率为?,G: Ellipse;Expression(G) = (x^2/8 + y^2/9 = 1),Coordinate(Focus(G));Eccentricity(G),"(0, pm*1)
1/3","[[[2, 4], [46, 48]], [[2, 44]]]","[[[46, 55]], [[46, 60]]]"
1458,"已知点$P$为双曲线$C$: $\frac{x^{2}}{36}-\frac{y^{2}}{64}=1$上的动点，点$A(-10,0)$，点$B(10,0)$. 若$|P A|=16$，则$|P B|$=?","C: Hyperbola;Expression(C) = (x^2/36 - y^2/64 = 1);P: Point;PointOnCurve(P, C);A: Point;Coordinate(A) = (-10, 0);B: Point;Coordinate(B) = (10, 0);Abs(LineSegmentOf(P, A)) = 16","Abs(LineSegmentOf(P, B))","{28, 4}","[[[7, 52]], [[7, 52]], [[2, 6]], [[2, 56]], [[57, 68]], [[57, 68]], [[69, 79]], [[69, 79]], [[82, 92]]]","[[[94, 103]]]"
